Feature,Target
3.745401188473625,10.84620437881376
9.50714306409916,19.34359741077812
7.319939418114051,18.400274538240026
5.986584841970366,16.194341174508377
1.5601864044243652,7.23995370471081
1.5599452033620265,8.281451857833297
0.5808361216819946,5.829516552461798
8.661761457749352,21.241883073955577
6.011150117432088,14.881968811946882
7.080725777960454,13.839529688888927
0.20584494295802447,4.270926324181221
9.699098521619943,22.813572417566107
8.324426408004218,20.192010490399184
2.1233911067827616,4.693285061924904
1.8182496720710062,4.474386263325488
1.8340450985343382,8.774395903734483
3.0424224295953772,9.005734551477444
5.247564316322379,14.858130027390006
4.319450186421157,11.695537125103238
2.9122914019804194,8.88409508295233
6.118528947223795,17.113625506399586
1.3949386065204183,4.757787756606089
2.9214464853521815,9.03513452458633
3.663618432936917,9.40268628846375
4.56069984217036,11.252407229476088
7.851759613930136,18.085174980922993
1.9967378215835974,7.43774318643462
5.142344384136116,12.327191524945277
5.924145688620425,17.35980362838789
0.46450412719997725,2.1397936499609465
6.075448519014383,14.777153749706049
1.7052412368729153,5.53102035719748
0.6505159298527952,7.194987628413056
9.488855372533333,22.370820298089814
9.656320330745594,24.376329740428456
8.08397348116461,16.19682621625528
3.0461376917337066,9.62637591520593
0.9767211400638387,6.732703871374552
6.842330265121569,16.849228508793985
4.4015249373960135,13.93401062492273
1.2203823484477883,4.406187796694832
4.951769101112702,15.722233082596563
0.34388521115218396,8.285566669542868
9.093204020787821,20.460730920696324
2.587799816000169,7.284594589198795
6.62522284353982,19.157214641315043
3.1171107608941098,12.393365813249645
5.200680211778108,12.355640369249679
5.4671027934327965,13.09383195267388
1.8485445552552704,6.1335198927895265
9.695846277645586,19.70279153322262
7.7513282336111455,16.665352574253895
9.394989415641891,19.781697297779647
8.948273504276488,19.360951878344718
5.978999788110851,14.88862980144814
9.218742350231167,21.905914165535375
0.884925020519195,7.870851026666545
1.959828624191452,4.9229491669053225
0.45227288910538066,5.873190575163929
3.2533033076326436,9.07862892681427
3.8867728968948203,10.674618374484774
2.713490317738959,9.776619619811125
8.287375091519294,17.329306139913992
3.567533266935893,10.899886026239887
2.8093450968738076,8.951594610173727
5.426960831582485,14.838824191181267
1.4092422497476265,6.3968217873108895
8.021969807540398,23.954539894902585
0.7455064367977082,3.2155329050927843
9.868869366005173,21.67574482200671
7.722447692966574,17.19861433308362
1.987156815341724,5.863359392362939
0.05522117123602399,1.8356680878590126
8.154614284548341,21.687261631311785
7.068573438476172,19.978155372932054
7.2900716804098735,16.438650773320795
7.712703466859457,16.760695787510457
0.7404465173409036,5.423724147454616
3.5846572854427263,9.06486848232351
1.1586905952512971,6.583244826013615
8.631034258755935,20.66791455921447
6.232981268275579,12.434474306556695
3.308980248526492,12.712970899713106
0.6355835028602363,7.862922351911516
3.109823217156622,7.994069053344472
3.2518332202674705,8.728263320662972
7.29606178338064,18.16385434821109
6.3755747135521315,16.420063007078312
8.872127425763265,22.061343396872193
4.722149251619493,16.464707580771687
1.195942459383017,5.037990463777935
7.13244787222995,15.668301255382993
7.607850486168974,15.457062516308895
5.612771975694963,12.763683871506087
7.70967179954561,18.353089653343627
4.937955963643907,16.46502765432339
5.227328293819941,12.419433989567539
4.275410183585496,11.998396270448788
0.2541912674409519,3.4755367427363995
1.0789142699330445,7.5346150867622566
0.3142918568673425,8.682448565481929
6.364104112637804,14.666470679434967
3.143559810763267,8.30824073649009
5.085706911647028,15.2597355774322
9.07566473926093,22.51511245777448
2.4929222914887497,11.679259234449567
4.103829230356297,12.375514831364521
7.555511385430487,17.392438589286854
2.2879816549162246,8.757272971217068
0.7697990982879299,6.757005357741675
2.8975145291376805,10.435993420670089
1.6122128725400442,7.238973807294684
9.29697652342573,23.72730242602977
8.08120379564417,21.500998772179685
6.334037565104235,18.432393112283524
8.714605901877178,21.72663157893364
8.036720768991145,18.739205377348583
1.8657005888603584,7.024828550587362
8.925589984899778,23.26419790281627
5.393422419156507,12.152973496338541
8.074401551640625,19.886149721027053
8.960912999234932,20.13514837381514
3.1800347497186388,9.417559145306912
1.1005192452767676,7.757942215768132
2.279351625419417,7.9409013868786404
4.271077886262563,11.635028868837423
8.18014765922493,16.64058303649002
8.607305832563434,21.70711879718131
0.06952130531190703,4.430010972905965
5.107473025775658,17.541455498162236
4.17411003148779,10.732663593069578
2.2210781047073027,7.8804568647424835
1.198653673336828,5.8960747140951675
3.3761517140362796,12.907209987599508
9.429097039125192,21.66760301347648
3.2320293202075523,10.022101691955783
5.187906217433661,14.591605454300401
7.030189588951778,17.433597424216273
3.63629602379294,9.379724818484823
9.717820827209607,22.82382164021583
9.624472949421111,24.396209398561766
2.5178229582536416,5.982615317685163
4.972485058923855,13.210909466141462
3.0087830981676964,7.617324566457047
2.848404943774676,11.086903145399038
0.36886947354532795,0.6913651375231065
6.095643339798968,14.07344298505476
5.026790232288615,13.808004214706273
0.5147875124998935,7.160623083468467
2.7864646423661146,8.441428762586254
9.082658859666537,20.05491866594668
2.395618906669724,11.553551952220628
1.448948720912231,3.001869640991974
4.89452760277563,8.391443292311097
9.856504541106007,23.59303798231868
2.4205527151150044,6.836996981524786
6.721355474058786,14.400245313856146
7.616196153287175,19.649105201173057
2.3763754399239967,8.240352307390392
7.282163486118596,16.436169710763732
3.677831327192532,7.795053857043275
6.3230583059357945,17.391031268431878
6.335297107608947,16.970996571135217
5.357746840747585,13.517141953936404
0.902897700544083,8.499069393183497
8.35302495589238,17.565880379132455
3.2078006497173583,6.364550957585238
1.8651851039985423,5.346554068234596
0.40775141554763916,3.724330798384283
5.908929431882418,15.30453776241022
6.775643618422825,16.06881512113299
0.16587828927856152,4.0358673715857165
5.12093058299281,10.738782317604732
2.2649577519793795,10.417444712105278
6.451727904094499,15.73915345140386
